Church,Organizations,People,Title,AccountLongName,CurrentValue,LastYearValue,InvestmentType
2166541,"","","MT TABOR GENERAL","MT TABOR UMC GENERAL ENDOWMENT TRUST FUND",773994.82,670885.64,DIVERSIFIE
2166541,"","","MT TABOR PETREE","MT TABOR UMC PETREE FAMILY SCHOLARSHIP FUND",68881.67,62682.57,DIVERSIFIE
2166541,"","","MT TABOR BURTON","MT TABOR UMC WESLEY AND ANDY BURTON MEMORIAL SCHOLARSHIP FUND",64376.28,57699.05,DIVERSIFIE
2166541,"","","MT TABOR SHOAF","MT TABOR UMC RYAN SHOAF MEMORIAL SCHOLARSHIP FD",19291.97,18311.91,DIVERSIFIE
2166541,"","","MT TABOR GOODCHILD","MT TABOR GOODCHILD SCHOLARSHIP FUND",45738.77,39917.5,DIVERSIFIE
2166541,"","","MT TABOR COLCLOUGH","MT TABOR UMC THE BETTY COLCLOUGH MUSIC ENDOWMENT FUND",22471.76,18338.03,DIVERSIFIE
2166541,"","","MT TABOR CEMETERY","MT TABOR UMC BOARD OF TRUSTEES CEMETERY TRUST U/A AND DECLARATION OF TRUST DATED APRIL 11,1988 (""CETF"")",421220.81,374058.24,DIVERSIFIE
2166541,"","","MT TABOR FINANCE","MT TABOR UMC FINANCE COMMITTEE UNRESTRICTED RESERVES",300701.03,262535.95,DIVERSIFIE
2166541,"","","MT TABOR JESSIE","MT TABOR UMC JESSIE FARMER MUSIC ENDOWMENT FUND",120961.99,105609.48,DIVERSIFIE
2166541,"","","MT TABOR IMPACT","MT TABOR UMC IMPACT ENDOWMENT FUND",12278.98,9718.15,DIVERSIFIE
2166541,"","","MOUNT TABOR UMC W-S","MOUNT TABOR UMC WINSTON-SALEM DEV FUND",134785.7,132758.56,"DEVEL FD"
2166542,"","",TRINITYWINSTONCONSER,"TRINITY UMC OF WINSTON SALEM CONSERVATIVE FUND",60979.19,75676.93,CONSERV
2166542,"","",TRINITYWINSTONBAL,"TRINITY UMC OF WINSTON SALEM BALANCED FUND",16596.63,14730.01,"BAL FUND"
2166545,"","","CENTER UMC YADKINVIL","CENTER UNITED METHODIST CHURCH OF YADKINVILLE, INC.",136380.62,134329.51,"DEVEL FD"
2166549,"","","ST MATTHEWS UMC ED","ST. MATTHEWS UNITED METH CHURCH GBO EDUCATION ED",119061.33,112122.48,DIVERSIFIE
2166549,"","","ST MATTHEWS LIVING","ST. MATTHEWS UMC GBO ENDOWED SCHOLARSHIP LIVING TRUST",62128.64,55629.7,DIVERSIFIE
2166549,"","","ST MATTHEWS UMC RENO","ST MATTHEWS UMC RENOVATION ACCOUNT",19815.07,19517.07,"DEVEL FD"
2166549,"","","ST MATTHEWS UMC INVS","ST MATTHEWS UNC INVESTMENT ACCOUNT",46.98,46.27,"DEVEL FD"
2166549,"","","ST MATTHEWS UMC BLDG","ST MATTHEWS UMC BUILDING FUND ACCOUNT",99177.53,97685.92,"DEVEL FD"
2166555,"","","NEW GOSHEN UMC IRVIN","NEW GOSHEN UMC IRVIN & PRISCILLA DONNELL FUND",554.31,485.72,DIVERSIFIE
2166555,"","","NEW GOSHEN MONNETTA","NEW GOSHEN MONNETTA LA VELLE DONNELL FUND",379.46,332.51,DIVERSIFIE
2166555,"","","NEW GOSHEN LOLA MOOR","NEW GOSHEN LOLA MOORE FUND",27.71,24.37,DIVERSIFIE
2166557,"","","ST PAUL REIDSVILLE","ST PAUL UMC AT REIDSVILLE ENDOWMENT FUND",78095.5,70301.7,DIVERSIFIE
2166565,"","","GARRETT'S GROVE UMC","GARRETT'S GROVE UMC DEVELOPMENT FUND",36683.16,36131.46,"DEVEL FD"
2166576,"","","SIMPSON GILLESPIE EN","SIMPSON GILLESPIE UMC ENDOWMENT",2000.54,1848.02,CONSERV
2166576,"","","SIMPSON-GILLESPIE UM","SIMPSON-GILLESPIE UMC",56439.05,25734.75,"DEVEL FD"
2166584,"","","WELLS SPRING","WELLS SPRING UNITED METHODIST CHURCH MINNIE LATHAN MUSIC ENDOWMENT FUND",16548.29,14498.23,DIVERSIFIE
2166585,"","","EPWORTH UMC GASTONIA","EPWORTH UNITED METHODIST CHURCH",5355.48,5266.87,"DEVEL FD"
2166612,"","","MEMORIAL UMC FURMAN1","MEMORIAL UMC HIGH POINT FURMAN CLARK SCHOLARSHIP #1",36483.06,35934.38,"DEVEL FD"
2166612,"","","MEMORIAL UMC","MEMORIAL UMC HIGH POINT DEVELOPMENT FUND",39757.92,59073.58,"DEVEL FD"
2166612,"","","MEMORIAL UMC GONZALE","MEMORIAL UMC HIGH POINT GONZALES-EMMA TRUESDALE SCHOLARSHIP",3643.29,3588.51,"DEVEL FD"
2166612,"","","MEMORIAL UMC FURMAN2","MEMORIAL UMC HIGH POINT FURMAN CLARK SCHOLARSHIP #2",4537.52,4469.28,"DEVEL FD"
2166612,"","","MEMORIAL UMC POTTER","MEMORIAL UMC HIGH POINT POTTER-MOCK SCHOLARSHIP",6252.49,6158.45,"DEVEL FD"
2454728,"","","BLUE RIDGE CONGREGAT","BLUE RIDGE CONGREGATIONAL VITALITY FUND - BALANC",31398.4,27740.52,"BAL FUND"
2454728,"","","CBLUE RIDGE LEAD","CBLUE RIDGE LEADERSHIP DEVELOPMENT GRANTS",0,190119.79,NONE
"",2546583,"","GIVENS MUSIC (AVETT)","GIVENS ESTATES MUSIC (AVETT) ENDOWMENT",1868.14,1696.21,DIVERSIFIE
"",2546583,"","GIVENS BLACKARD(RAM)","GIVENS ESTATES BLACKARD (RAM) ENDOWMENT FUND",132396.45,120206.25,DIVERSIFIE
"",2546583,"","GIVENS COLEMAN (OP)","GIVENS ESTATES COLEMAN(OP) LANDSCAPING ENDOWMENT",566.69,514.58,DIVERSIFIE
"",2546583,"","GIVENS MYERS (RAM)","GIVENS ESTATES F. MYERS (RAM) SUPPL. ASSISTANCE",115435.16,104806.61,DIVERSIFIE
"",2546583,"","GIVENS GREENE WW","GIVENS ESTATES GREENE WW (RAM) SUPPL ASSISTANCE",213629.37,193959.67,DIVERSIFIE
"",2546583,"","GIVENS HOMECARE(RAM)","GIVENS ESTATES HOMECARE (RAM) ENDOWMENT",45667.32,41462.58,DIVERSIFIE
"",2546583,"","GIVENS LAUGHRIDGE","GIVENS ESTATES LAUGHRIDGE/KINCAID (TBD) FUND",25196.49,21974.65,DIVERSIFIE
"",2546583,"","GIVENS LIBRARY RYMER","GIVENS ESTATES RYMER LIBRARY ENDOWMENT FUND",8092.27,7057.56,DIVERSIFIE
"",2546583,"","GIVENS DIVELBISS RAM","GIVENS DORIS EDWARDS AUTREY DIVELBISS FAM (RAM)",40888.73,31384.16,DIVERSIFIE
"",2546583,"","GIVENS MCLENNAN RAM","GIVENS ESTATES MCLENNAN (RAM) ENDOWMENT",215619.75,195766.79,DIVERSIFIE
"",2546583,"","GIVENS MERSHON FD","GIVENS ESTATES MERSHON BUS FUND",158197.49,137968.81,DIVERSIFIE
"",2546583,"","GIVENS-PARTIN LANDSC","GIVENS ESTATE - PARTIN LANDSCAPE FUND",60063.59,53584.62,DIVERSIFIE
"",2546583,"","GIVENS-PIANO FD","GIVENS ESTATES - O'SHAUGHNESSY PIANO ENDOWMENT",31924.87,28976.78,DIVERSIFIE
"",2546583,"","GIVENS-SALES HEALTH","GIVENS ESTATES - SALES FAMILY (RAM) HEALTH CARE",147145.36,130404.63,DIVERSIFIE
"",2546583,"","GIVENS-UMC/SA ED RAM","GIVENS ESTATES - UMC (RAM)",1931353.9,1746273.91,DIVERSIFIE
"",2546583,"",GIVENS-UNRESTRICTED,"GIVENS ESTATES - UNRESTRICTED INVESTMENTS",296802.69,158060.81,DIVERSIFIE
"",2546583,"","GIVENS-WINKLER RAM","GIVENS ESTATES - WINKLER METH (RAM) MIN.  ASSIST",97109.05,84691.74,DIVERSIFIE
"",2546583,"","GIVENS O'SHAUGHNESSY","GIVENS ESTATES VIRGINIA O'SHAUGHNESSY (RAM)",285779.96,259467.05,DIVERSIFIE
"",2546583,"","GIVENSO'SHAUWHECAP","GIVENS O'SHAUGHNESSY (BUS) WHECAP  ENDOWMENT",146389.13,127670.41,DIVERSIFIE
"",2546583,"","GIVENS O'S HOME CARE","GIVENS O'SHAUGHNESSY HOME CARE (RAM) ENDOWMENT",28570.27,25939.76,DIVERSIFIE
"",2546583,"","GIVENS RISING END","GIVENS/ARLINE AND AUSTIN RISING (UNR)",27565.33,25027.33,DIVERSIFIE
"",2546583,"",GIVENSSMITH/CHILDS,"GIVENS SMITH/CHILDS (RAM) SA ENDOWMENT FUND",71011.73,64473.46,DIVERSIFIE
"",2546583,"","GIVENSGREELY GRIFF","GIVENS MR & MRS GREELY L GRIFFIN (RAM) RA SUPP",8558.89,7770.94,DIVERSIFIE
"",2546583,"","GIVENS HANSON RAM","GIVENS/JAMES H & EVELYN HANSON (RAM) SA",171768.82,155953.37,DIVERSIFIE
"",2546583,"","GIVENS RYMER RAM","GIVENS ESTATES RYMER (RAM) SA ENDOW",29308.05,26609.6,DIVERSIFIE
"",2546583,"","GIVENS DORIS NOVEY","GIVENS ESTATES/ DORIS NOVEY FAMILY (RAM)SA ENDOW",568525.08,516178.6,DIVERSIFIE
"",2546583,"","GIVENS PADDISON RAM","GIVENS ESTATES/ RUTH PADDISON (RAM) SA ENDOW",614830.1,558220.11,DIVERSIFIE
"",2546583,"","GIVENS BENDER RAM","GIVENS ESTATES/BENDER (RAM) SA ENDOWMENT",71417.42,64841.8,DIVERSIFIE
"",2546583,"","GIVENS/PARKS SA RAM","GIVENS ESTATES PARKS (RAM) SA ENDOW",217065.7,196984.72,DIVERSIFIE
"",2546583,"","GIVENS LAROWE SALES","GIVENS ESTATES-LAROWE (RAM-HEALTHCARE) SA ENDOWMENT",11866.5,10773.97,DIVERSIFIE
"",2546583,"","GIVENSWHATLEY RAM","GIVENS KATHERINE G & RAYMOND E WHATLEY (RAM) SA ENDOWMENT",50785.75,46109.43,DIVERSIFIE
"",2546583,"","GIVENS HIGHLAND FARM","GIVENS HIGHLAND FARMS LONGREE (MUSIC-GHF) FUND",16767.48,15223.6,DIVERSIFIE
"",2546583,"","GIVENS MUELLER RAM","GIVENS ESTATES MUELLER FAMILY (RAM) ENDOWMENT",58981.05,52252.27,DIVERSIFIE
"",2546583,"","GIVENS BELL MEMORIAL","GIVENS ESTATES BELL MEMORIAL GARDEN ENDOWMENT",68210.01,59488.02,DIVERSIFIE
"",2546583,"","GIVENS BULLER ENDOWM","GIVENS ESTATES MELVIN C. BULLER (MEADOWS/FLAGS)",32403.11,28638.08,DIVERSIFIE
"",2546583,"","GIVENS RINEHART RAM","GIVENS ESTATES RINEHART (RAM)RESIDENT ASSISTANCE ENDOWMENT FUND",454697.82,396555.55,DIVERSIFIE
"","",2687164,"WALLER UNITRUST","ED AND SUZIE WALLER CHARITABLE  UNITRUST",365157.45,332086.82,UNITRUST
"",2687173,"","UMAR ENDOWMENT","UMAR WNC INC. ENDOWMENT FUND",521877.31,747891.58,DIVERSIFIE
